,CONDITION,TYPE,Roadname,System ID,PCI,Distress Description
658,POOR,CONCRETE,N Ramble RD W,q5215,38.0,WEATHERING
659,POOR,CONCRETE,N Ramble RD W,q5215,38.0,PATCH/UTILITY CUT
660,POOR,CONCRETE,N Ramble RD W,q5215,38.0,BLOCK CRACKING
661,POOR,CONCRETE,N Ramble RD W,q5215,38.0,BLOCK CRACKING
662,POOR,CONCRETE,N Ramble RD W,q5215,38.0,ALLIGATOR CRACKING
663,POOR,CONCRETE,N Ramble RD W,q5216,40.0,LONGITUDINAL/TRANSVERSE CRACKING
664,POOR,CONCRETE,N Ramble RD W,q5216,40.0,LONGITUDINAL/TRANSVERSE CRACKING
665,POOR,CONCRETE,N Ramble RD W,q5216,40.0,PATCH/UTILITY CUT
666,POOR,CONCRETE,N Ramble RD W,q5216,40.0,WEATHERING
667,POOR,CONCRETE,N Ramble RD W,q5216,40.0,ALLIGATOR CRACKING
668,POOR,CONCRETE,N Ramble RD W,q5217,53.0,ALLIGATOR CRACKING
669,POOR,CONCRETE,N Ramble RD W,q5217,53.0,LONGITUDINAL/TRANSVERSE CRACKING
670,POOR,CONCRETE,N Ramble RD W,q5217,53.0,LONGITUDINAL/TRANSVERSE CRACKING
671,POOR,CONCRETE,N Ramble RD W,q5217,53.0,WEATHERING
672,POOR,CONCRETE,N Ramble RD W,q5217,53.0,LONGITUDINAL/TRANSVERSE CRACKING
673,POOR,CONCRETE,N Ramble RD W,q5217,53.0,PATCH/UTILITY CUT
674,POOR,CONCRETE,N Ramble RD W,q5217,53.0,PATCH/UTILITY CUT
675,POOR,CONCRETE,N Ramble RD W,q5217,53.0,LONGITUDINAL/TRANSVERSE CRACKING
676,POOR,CONCRETE,N Ramble RD W,q5217,53.0,ALLIGATOR CRACKING
677,POOR,CONCRETE,N Ramble RD W,q5217,53.0,WEATHERING
678,POOR,CONCRETE,N Smith RD,v4640,81.0,LONGITUDINAL/TRANSVERSE CRACKING
679,POOR,CONCRETE,N Smith RD,v4640,81.0,WEATHERING
680,POOR,CONCRETE,N Smith RD,v4640,81.0,LONGITUDINAL/TRANSVERSE CRACKING
681,POOR,CONCRETE,N Smith RD,v4640,81.0,WEATHERING
682,POOR,CONCRETE,N Smith RD,v4640,81.0,ALLIGATOR CRACKING
683,POOR,CONCRETE,N Smith RD,v4640,81.0,LONGITUDINAL/TRANSVERSE CRACKING
684,POOR,CONCRETE,N Smith RD,v4640,81.0,WEATHERING
685,POOR,CONCRETE,N Smith RD,v4640,81.0,WEATHERING
686,POOR,CONCRETE,N Smith RD,v4640,81.0,ALLIGATOR CRACKING
687,POOR,CONCRETE,N Smith RD,v4640,81.0,LONGITUDINAL/TRANSVERSE CRACKING
688,POOR,CONCRETE,N Smith RD,v4640,81.0,PATCH/UTILITY CUT
689,POOR,CONCRETE,N Smith RD,v4640,81.0,LONGITUDINAL/TRANSVERSE CRACKING
690,POOR,CONCRETE,N Smith RD,v4640,81.0,PATCH/UTILITY CUT
691,POOR,CONCRETE,N Smith RD,v4640,81.0,WEATHERING
692,POOR,CONCRETE,N Summit ST,o4619,72.0,LONGITUDINAL/TRANSVERSE CRACKING
693,POOR,CONCRETE,N Summit ST,o4619,72.0,ALLIGATOR CRACKING
694,POOR,CONCRETE,N Summit ST,o4619,72.0,WEATHERING
695,POOR,CONCRETE,N Summit ST,rcl458,72.0,LONGITUDINAL/TRANSVERSE CRACKING
696,POOR,CONCRETE,N Summit ST,rcl458,72.0,ALLIGATOR CRACKING
697,POOR,CONCRETE,N Summit ST,rcl458,72.0,WEATHERING
698,POOR,CONCRETE,N Union ST,s4622,49.0,ALLIGATOR CRACKING
699,POOR,CONCRETE,N Union ST,s4622,49.0,LONGITUDINAL/TRANSVERSE CRACKING
700,POOR,CONCRETE,N Union ST,s4622,49.0,ALLIGATOR CRACKING
701,POOR,CONCRETE,N Union ST,s4622,49.0,ALLIGATOR CRACKING
702,POOR,CONCRETE,N Union ST,s4622,49.0,WEATHERING
703,POOR,CONCRETE,N Union ST,s4622,49.0,BLOCK CRACKING
704,POOR,CONCRETE,N Union ST,s4622,49.0,PATCH/UTILITY CUT
705,POOR,CONCRETE,N Union ST,s4622,49.0,WEATHERING
706,POOR,CONCRETE,N Union ST,s4622,49.0,BLOCK CRACKING
707,POOR,CONCRETE,N Union ST,s4622,49.0,BLOCK CRACKING
708,POOR,CONCRETE,N Union ST,s4622,49.0,ALLIGATOR CRACKING
709,POOR,CONCRETE,N Union ST,s4622,49.0,PATCH/UTILITY CUT
710,POOR,CONCRETE,N Union ST,s4622,49.0,ALLIGATOR CRACKING
711,POOR,CONCRETE,N Union ST,s4622,49.0,PATCH/UTILITY CUT
712,POOR,CONCRETE,N Union ST,s4622,49.0,ALLIGATOR CRACKING
713,POOR,CONCRETE,N Union ST,s4622,49.0,WEATHERING
714,POOR,CONCRETE,N Union ST,s4622,49.0,BLOCK CRACKING
715,POOR,CONCRETE,N Union ST,s4622,49.0,ALLIGATOR CRACKING
716,POOR,CONCRETE,N Union ST,s4622,49.0,WEATHERING
717,POOR,CONCRETE,N Union ST,s4622,49.0,BLOCK CRACKING
718,POOR,CONCRETE,N Washington ST,q4713,69.0,WEATHERING
719,POOR,CONCRETE,N Washington ST,q4713,69.0,LONGITUDINAL/TRANSVERSE CRACKING
720,POOR,CONCRETE,N Washington ST,q4713,69.0,LONGITUDINAL/TRANSVERSE CRACKING
721,POOR,CONCRETE,N Washington ST,q4713,69.0,PATCH/UTILITY CUT
722,POOR,CONCRETE,N Washington ST,q4713,69.0,ALLIGATOR CRACKING
723,POOR,CONCRETE,N Woodlawn AVE,r466,60.0,ALLIGATOR CRACKING
724,POOR,CONCRETE,N Woodlawn AVE,r466,60.0,POTHOLE
725,POOR,CONCRETE,N Woodlawn AVE,r466,60.0,ALLIGATOR CRACKING
726,POOR,CONCRETE,N Woodlawn AVE,r466,60.0,LONGITUDINAL/TRANSVERSE CRACKING
727,POOR,CONCRETE,N Woodlawn AVE,r466,60.0,WEATHERING
728,POOR,CONCRETE,N Woodlawn AVE,r466,60.0,ALLIGATOR CRACKING
729,POOR,CONCRETE,N Woodlawn AVE,r466,60.0,POTHOLE
730,POOR,CONCRETE,N Woodlawn AVE,r466,60.0,ALLIGATOR CRACKING
731,POOR,CONCRETE,N Woodlawn AVE,r466,60.0,LONGITUDINAL/TRANSVERSE CRACKING
732,POOR,CONCRETE,N Woodlawn AVE,r466,60.0,WEATHERING
733,POOR,CONCRETE,S Abby LN,s398,34.0,LONGITUDINAL/TRANSVERSE CRACKING
734,POOR,CONCRETE,S Abby LN,s398,34.0,WEATHERING
735,POOR,CONCRETE,S Abby LN,s398,34.0,ALLIGATOR CRACKING
736,POOR,CONCRETE,S Abby LN,s398,34.0,LONGITUDINAL/TRANSVERSE CRACKING
737,POOR,CONCRETE,S Abby LN,s398,34.0,WEATHERING
738,POOR,CONCRETE,S Abby LN,s398,34.0,ALLIGATOR CRACKING
739,POOR,CONCRETE,S Allendale DR,r3979,91.0,ALLIGATOR CRACKING
740,POOR,CONCRETE,S Allendale DR,r3979,91.0,WEATHERING
741,POOR,CONCRETE,S Allendale DR,r3979,91.0,ALLIGATOR CRACKING
742,POOR,CONCRETE,S Allendale DR,r3979,91.0,WEATHERING
743,POOR,CONCRETE,S Andrew CIR,rcl1353,63.0,LONGITUDINAL/TRANSVERSE CRACKING
744,POOR,CONCRETE,S Andrew CIR,rcl1353,63.0,PATCH/UTILITY CUT
745,POOR,CONCRETE,S Andrew CIR,rcl1353,63.0,ALLIGATOR CRACKING
746,POOR,CONCRETE,S Andrew CIR,rcl1353,63.0,WEATHERING
747,POOR,CONCRETE,S Andrew CIR,rcl1353,63.0,ALLIGATOR CRACKING
748,POOR,CONCRETE,S Andrew CIR,rcl1353,63.0,ALLIGATOR CRACKING
749,POOR,CONCRETE,S Bainbridge DR,r3964,25.0,WEATHERING
750,POOR,CONCRETE,S Bainbridge DR,r3964,25.0,BLOCK CRACKING
751,POOR,CONCRETE,S Bainbridge DR,r3964,25.0,ALLIGATOR CRACKING
752,POOR,CONCRETE,S Bainbridge DR,r3964,25.0,WEATHERING
753,POOR,CONCRETE,S Bainbridge DR,r3964,25.0,BLOCK CRACKING
754,POOR,CONCRETE,S Bainbridge DR,r3964,25.0,ALLIGATOR CRACKING
755,POOR,CONCRETE,S Ballantine RD,r4465,66.0,WEATHERING
756,POOR,CONCRETE,S Ballantine RD,r4465,66.0,ALLIGATOR CRACKING
757,POOR,CONCRETE,S Ballantine RD,r4465,66.0,PATCH/UTILITY CUT
758,POOR,CONCRETE,S Ballantine RD,r4465,66.0,WEATHERING
759,POOR,CONCRETE,S Ballantine RD,r4465,66.0,ALLIGATOR CRACKING
760,POOR,CONCRETE,S Ballantine RD,r4465,66.0,PATCH/UTILITY CUT
761,POOR,CONCRETE,S Basswood DR,m439,91.0,WEATHERING
762,POOR,CONCRETE,S Basswood DR,m439,91.0,LONGITUDINAL/TRANSVERSE CRACKING
763,POOR,CONCRETE,S Bradshire CT,s397,35.0,ALLIGATOR CRACKING
764,POOR,CONCRETE,S Bradshire CT,s397,35.0,WEATHERING
765,POOR,CONCRETE,S Bradshire CT,s397,35.0,LONGITUDINAL/TRANSVERSE CRACKING
766,POOR,CONCRETE,S Browning PL,s396,61.0,WEATHERING
767,POOR,CONCRETE,S Browning PL,s396,61.0,LONGITUDINAL/TRANSVERSE CRACKING
768,POOR,CONCRETE,S College AVE,q4563,69.0,PATCH/UTILITY CUT
769,POOR,CONCRETE,S College AVE,q4563,69.0,ALLIGATOR CRACKING
770,POOR,CONCRETE,S College AVE,q4563,69.0,WEATHERING
771,POOR,CONCRETE,S College AVE,q4563,69.0,BLOCK CRACKING
772,POOR,CONCRETE,S College Mall RD,t4352,55.0,BLOCK CRACKING
773,POOR,CONCRETE,S College Mall RD,t4352,55.0,WEATHERING
774,POOR,CONCRETE,S College Mall RD,t4352,55.0,LONGITUDINAL/TRANSVERSE CRACKING
775,POOR,CONCRETE,S College Mall RD,t4352,55.0,ALLIGATOR CRACKING
776,POOR,CONCRETE,S College Mall RD,t4352,55.0,BLOCK CRACKING
777,POOR,CONCRETE,S College Mall RD,t4352,55.0,WEATHERING
778,POOR,CONCRETE,S College Mall RD,t4352,55.0,ALLIGATOR CRACKING
779,POOR,CONCRETE,S College Mall RD,t4352,55.0,LONGITUDINAL/TRANSVERSE CRACKING
780,POOR,CONCRETE,S College Mall RD,t4352,55.0,BLOCK CRACKING
781,POOR,CONCRETE,S College Mall RD,t4352,55.0,WEATHERING
782,POOR,CONCRETE,S College Mall RD,t4352,55.0,ALLIGATOR CRACKING
783,POOR,CONCRETE,S College Mall RD,t4352,55.0,PATCH/UTILITY CUT
784,POOR,CONCRETE,S College Mall RD,t4352,55.0,LONGITUDINAL/TRANSVERSE CRACKING
785,POOR,CONCRETE,S Cory LN,rcl1413,85.0,WEATHERING
786,POOR,CONCRETE,S Davisson ST,p458,59.0,ALLIGATOR CRACKING
787,POOR,CONCRETE,S Davisson ST,p458,59.0,LONGITUDINAL/TRANSVERSE CRACKING
788,POOR,CONCRETE,S Davisson ST,p458,59.0,WEATHERING
789,POOR,CONCRETE,S Davisson ST,p458,59.0,LONGITUDINAL/TRANSVERSE CRACKING
790,POOR,CONCRETE,S Davisson ST,p458,59.0,LONGITUDINAL/TRANSVERSE CRACKING
791,POOR,CONCRETE,S Davisson ST,p458,59.0,ALLIGATOR CRACKING
792,POOR,CONCRETE,S Davisson ST,p458,59.0,WEATHERING
793,POOR,CONCRETE,S Davisson ST,p458,59.0,ALLIGATOR CRACKING
794,POOR,CONCRETE,S Davisson ST,p458,59.0,ALLIGATOR CRACKING
795,POOR,CONCRETE,S Davisson ST,p458,59.0,LONGITUDINAL/TRANSVERSE CRACKING
796,POOR,CONCRETE,S Davisson ST,p458,59.0,WEATHERING
797,POOR,CONCRETE,S Davisson ST,p458,59.0,LONGITUDINAL/TRANSVERSE CRACKING
798,POOR,CONCRETE,S Davisson ST,p458,59.0,LONGITUDINAL/TRANSVERSE CRACKING
799,POOR,CONCRETE,S Davisson ST,p458,59.0,ALLIGATOR CRACKING
800,POOR,CONCRETE,S Davisson ST,p458,59.0,WEATHERING
801,POOR,CONCRETE,S Davisson ST,p458,59.0,ALLIGATOR CRACKING
802,POOR,CONCRETE,S Dunn ST,q4527,35.0,BLOCK CRACKING
803,POOR,CONCRETE,S Dunn ST,q4527,35.0,WEATHERING
804,POOR,CONCRETE,S Dunn ST,q4527,35.0,PATCH/UTILITY CUT
805,POOR,CONCRETE,S Dunn ST,q4527,35.0,ALLIGATOR CRACKING
806,POOR,CONCRETE,S Dunn ST,q4527,35.0,ALLIGATOR CRACKING
807,POOR,CONCRETE,S Dunstan DR,r3973,76.0,LONGITUDINAL/TRANSVERSE CRACKING
808,POOR,CONCRETE,S Dunstan DR,r3973,76.0,WEATHERING
809,POOR,CONCRETE,S Dunstan DR,r3973,76.0,RAVELING
810,POOR,CONCRETE,S Dunstan DR,r3973,76.0,ALLIGATOR CRACKING
811,POOR,CONCRETE,S Dunstan DR,r3973,76.0,PATCH/UTILITY CUT
812,POOR,CONCRETE,S Dunstan DR,r3973,76.0,LONGITUDINAL/TRANSVERSE CRACKING
813,POOR,CONCRETE,S Dunstan DR,r3973,76.0,WEATHERING
814,POOR,CONCRETE,S Dunstan DR,r3973,76.0,LONGITUDINAL/TRANSVERSE CRACKING
815,POOR,CONCRETE,S Dunstan DR,r3973,76.0,WEATHERING
816,POOR,CONCRETE,S Dunstan DR,r3973,76.0,RAVELING
817,POOR,CONCRETE,S Dunstan DR,r3973,76.0,ALLIGATOR CRACKING
818,POOR,CONCRETE,S Dunstan DR,r3973,76.0,PATCH/UTILITY CUT
819,POOR,CONCRETE,S Dunstan DR,r3973,76.0,LONGITUDINAL/TRANSVERSE CRACKING
820,POOR,CONCRETE,S Dunstan DR,r3973,76.0,WEATHERING
821,POOR,CONCRETE,S Eastside DR,s449,39.0,LONGITUDINAL/TRANSVERSE CRACKING
822,POOR,CONCRETE,S Eastside DR,s449,39.0,LONGITUDINAL/TRANSVERSE CRACKING
823,POOR,CONCRETE,S Eastside DR,s449,39.0,ALLIGATOR CRACKING
824,POOR,CONCRETE,S Eastside DR,s449,39.0,WEATHERING
825,POOR,CONCRETE,S Eastside DR,s449,39.0,PATCH/UTILITY CUT
826,POOR,CONCRETE,S Elm ST,p45198,75.0,CORNER SPALLING
827,POOR,CONCRETE,S Elm ST,p45198,75.0,LINEAR CRACKING
828,POOR,CONCRETE,S Elm ST,p45198,75.0,SHRINKAGE CRACKING
829,POOR,CONCRETE,S Elm ST,p45198,75.0,CORNER SPALLING
830,POOR,CONCRETE,S Elm ST,p45198,75.0,LARGE PATCH/UTILITY CUT
831,POOR,CONCRETE,S Elm ST,p45198,75.0,JOINT SPALLING
832,POOR,PAVER,S Euclid AVE,p4527,61.0,LONGITUDINAL/TRANSVERSE CRACKING
833,POOR,PAVER,S Euclid AVE,p4527,61.0,WEATHERING
834,POOR,PAVER,S Euclid AVE,p4527,61.0,ALLIGATOR CRACKING
835,POOR,PAVER,S Euclid AVE,p4527,61.0,ALLIGATOR CRACKING
836,POOR,PAVER,S Fairview ST,p4532,77.0,PATCH/UTILITY CUT
837,POOR,PAVER,S Fairview ST,p4532,77.0,LONGITUDINAL/TRANSVERSE CRACKING
838,POOR,PAVER,S Fairview ST,p4532,77.0,WEATHERING
839,POOR,PAVER,S Fairview ST,p4532,77.0,WEATHERING
