OBJECTID,ASSETID,CONDITION,TYPE,Roadname,SECTIONID,Length (ft),Length (mi),BACKIMAGE,VIEWER,IntVIEWER
1252,SW1253,GOOD,CONCRETE,S Weatherstone LN,rcl830,1130.09,0.214,http://98.103.168.235/Bloomington/121217/2/Back/ladybug_panoramic_000621.jpg,http://98.103.168.235/serve/viewercurrent/viewer.html#/Bloomington/Back/date/121217/truck/0/session/2/image/621,http://192.168.1.200/serve/viewercurrent/viewerInside.html#/Bloomington/Back/date/121217/truck/0/session/2/image/621
1253,SW1254,GOOD,CONCRETE,S Weatherstone LN,rcl830,431.79,0.082,http://98.103.168.235/Bloomington/121217/2/Back/ladybug_panoramic_000721.jpg,http://98.103.168.235/serve/viewercurrent/viewer.html#/Bloomington/Back/date/121217/truck/0/session/2/image/721,http://192.168.1.200/serve/viewercurrent/viewerInside.html#/Bloomington/Back/date/121217/truck/0/session/2/image/721
1260,SW1261,GOOD,CONCRETE,S Weatherstone LN,rcl830,315.94,0.06,http://98.103.168.235/Bloomington/121217/2/Back/ladybug_panoramic_002391.jpg,http://98.103.168.235/serve/viewercurrent/viewer.html#/Bloomington/Back/date/121217/truck/0/session/2/image/2391,http://192.168.1.200/serve/viewercurrent/viewerInside.html#/Bloomington/Back/date/121217/truck/0/session/2/image/2391
1265,SW1266,GOOD,CONCRETE,S Weatherstone LN,rcl830,69.88,0.013,http://98.103.168.235/Bloomington/121317/2/Back/ladybug_panoramic_002143.jpg,http://98.103.168.235/serve/viewercurrent/viewer.html#/Bloomington/Back/date/121317/truck/0/session/2/image/2143,http://192.168.1.200/serve/viewercurrent/viewerInside.html#/Bloomington/Back/date/121317/truck/0/session/2/image/2143
1259,SW1260,FAIR,CONCRETE,S Weatherstone LN,rcl830,563.06,0.107,http://98.103.168.235/Bloomington/121217/2/Back/ladybug_panoramic_002352.jpg,http://98.103.168.235/serve/viewercurrent/viewer.html#/Bloomington/Back/date/121217/truck/0/session/2/image/2352,http://192.168.1.200/serve/viewercurrent/viewerInside.html#/Bloomington/Back/date/121217/truck/0/session/2/image/2352
4392,SW4399,GOOD,CONCRETE,S Wellington DR,r3942,28.73,0.005,http://98.103.168.235/Bloomington/120217/1/Back/ladybug_panoramic_004482.jpg,http://98.103.168.235/serve/viewercurrent/viewer.html#/Bloomington/Back/date/120217/truck/0/session/1/image/4482,http://192.168.1.200/serve/viewercurrent/viewerInside.html#/Bloomington/Back/date/120217/truck/0/session/1/image/4482
4393,SW4400,GOOD,CONCRETE,S Wellington DR,r3942,42.16,0.008,http://98.103.168.235/Bloomington/120217/1/Back/ladybug_panoramic_004488.jpg,http://98.103.168.235/serve/viewercurrent/viewer.html#/Bloomington/Back/date/120217/truck/0/session/1/image/4488,http://192.168.1.200/serve/viewercurrent/viewerInside.html#/Bloomington/Back/date/120217/truck/0/session/1/image/4488
4395,SW4402,GOOD,CONCRETE,S Wellington DR,r3942,66.09,0.013,http://98.103.168.235/Bloomington/120217/1/Back/ladybug_panoramic_004498.jpg,http://98.103.168.235/serve/viewercurrent/viewer.html#/Bloomington/Back/date/120217/truck/0/session/1/image/4498,http://192.168.1.200/serve/viewercurrent/viewerInside.html#/Bloomington/Back/date/120217/truck/0/session/1/image/4498
4397,SW4404,GOOD,CONCRETE,S Wellington DR,r3942,48.75,0.009,http://98.103.168.235/Bloomington/120217/1/Back/ladybug_panoramic_004508.jpg,http://98.103.168.235/serve/viewercurrent/viewer.html#/Bloomington/Back/date/120217/truck/0/session/1/image/4508,http://192.168.1.200/serve/viewercurrent/viewerInside.html#/Bloomington/Back/date/120217/truck/0/session/1/image/4508
4408,SW4415,GOOD,CONCRETE,S Wellington DR,r3942,31.64,0.006,http://98.103.168.235/Bloomington/120217/1/Back/ladybug_panoramic_004552.jpg,http://98.103.168.235/serve/viewercurrent/viewer.html#/Bloomington/Back/date/120217/truck/0/session/1/image/4552,http://192.168.1.200/serve/viewercurrent/viewerInside.html#/Bloomington/Back/date/120217/truck/0/session/1/image/4552
4411,SW4418,GOOD,CONCRETE,S Wellington DR,r3942,59.52,0.011,http://98.103.168.235/Bloomington/120217/1/Back/ladybug_panoramic_004566.jpg,http://98.103.168.235/serve/viewercurrent/viewer.html#/Bloomington/Back/date/120217/truck/0/session/1/image/4566,http://192.168.1.200/serve/viewercurrent/viewerInside.html#/Bloomington/Back/date/120217/truck/0/session/1/image/4566
4413,SW4420,GOOD,CONCRETE,S Wellington DR,r3942,26.8,0.005,http://98.103.168.235/Bloomington/120217/1/Back/ladybug_panoramic_004570.jpg,http://98.103.168.235/serve/viewercurrent/viewer.html#/Bloomington/Back/date/120217/truck/0/session/1/image/4570,http://192.168.1.200/serve/viewercurrent/viewerInside.html#/Bloomington/Back/date/120217/truck/0/session/1/image/4570
4414,SW4421,GOOD,CONCRETE,S Wellington DR,r3942,77.33,0.015,http://98.103.168.235/Bloomington/120217/1/Back/ladybug_panoramic_004578.jpg,http://98.103.168.235/serve/viewercurrent/viewer.html#/Bloomington/Back/date/120217/truck/0/session/1/image/4578,http://192.168.1.200/serve/viewercurrent/viewerInside.html#/Bloomington/Back/date/120217/truck/0/session/1/image/4578
4394,SW4401,FAIR,CONCRETE,S Wellington DR,r3942,60.82,0.012,http://98.103.168.235/Bloomington/120217/1/Back/ladybug_panoramic_004490.jpg,http://98.103.168.235/serve/viewercurrent/viewer.html#/Bloomington/Back/date/120217/truck/0/session/1/image/4490,http://192.168.1.200/serve/viewercurrent/viewerInside.html#/Bloomington/Back/date/120217/truck/0/session/1/image/4490
4409,SW4416,FAIR,CONCRETE,S Wellington DR,r3942,118.86,0.023,http://98.103.168.235/Bloomington/120217/1/Back/ladybug_panoramic_004552.jpg,http://98.103.168.235/serve/viewercurrent/viewer.html#/Bloomington/Back/date/120217/truck/0/session/1/image/4552,http://192.168.1.200/serve/viewercurrent/viewerInside.html#/Bloomington/Back/date/120217/truck/0/session/1/image/4552
4410,SW4417,FAIR,CONCRETE,S Wellington DR,r3942,26.26,0.005,http://98.103.168.235/Bloomington/120217/1/Back/ladybug_panoramic_004562.jpg,http://98.103.168.235/serve/viewercurrent/viewer.html#/Bloomington/Back/date/120217/truck/0/session/1/image/4562,http://192.168.1.200/serve/viewercurrent/viewerInside.html#/Bloomington/Back/date/120217/truck/0/session/1/image/4562
4396,SW4403,POOR,CONCRETE,S Wellington DR,r3942,93,0.018,http://98.103.168.235/Bloomington/120217/1/Back/ladybug_panoramic_004506.jpg,http://98.103.168.235/serve/viewercurrent/viewer.html#/Bloomington/Back/date/120217/truck/0/session/1/image/4506,http://192.168.1.200/serve/viewercurrent/viewerInside.html#/Bloomington/Back/date/120217/truck/0/session/1/image/4506
4412,SW4419,POOR,CONCRETE,S Wellington DR,r3942,31.29,0.006,http://98.103.168.235/Bloomington/120217/1/Back/ladybug_panoramic_004571.jpg,http://98.103.168.235/serve/viewercurrent/viewer.html#/Bloomington/Back/date/120217/truck/0/session/1/image/4571,http://192.168.1.200/serve/viewercurrent/viewerInside.html#/Bloomington/Back/date/120217/truck/0/session/1/image/4571
3849,SW3856,GOOD,CONCRETE,S West Pointe CT,rcl293,113.92,0.022,http://98.103.168.235/Bloomington/120317/1/Back/ladybug_panoramic_001924.jpg,http://98.103.168.235/serve/viewercurrent/viewer.html#/Bloomington/Back/date/120317/truck/0/session/1/image/1924,http://192.168.1.200/serve/viewercurrent/viewerInside.html#/Bloomington/Back/date/120317/truck/0/session/1/image/1924
3847,SW3854,FAIR,CONCRETE,S West Pointe CT,rcl293,118.12,0.022,http://98.103.168.235/Bloomington/120317/1/Back/ladybug_panoramic_001897.jpg,http://98.103.168.235/serve/viewercurrent/viewer.html#/Bloomington/Back/date/120317/truck/0/session/1/image/1897,http://192.168.1.200/serve/viewercurrent/viewerInside.html#/Bloomington/Back/date/120317/truck/0/session/1/image/1897
3848,SW3855,FAIR,CONCRETE,S West Pointe CT,rcl293,31.61,0.006,http://98.103.168.235/Bloomington/120317/1/Back/ladybug_panoramic_001913.jpg,http://98.103.168.235/serve/viewercurrent/viewer.html#/Bloomington/Back/date/120317/truck/0/session/1/image/1913,http://192.168.1.200/serve/viewercurrent/viewerInside.html#/Bloomington/Back/date/120317/truck/0/session/1/image/1913
3831,SW3838,FAIR,CONCRETE,S Westhill CT,o4317,213.12,0.04,http://98.103.168.235/Bloomington/120317/1/Back/ladybug_panoramic_001737.jpg,http://98.103.168.235/serve/viewercurrent/viewer.html#/Bloomington/Back/date/120317/truck/0/session/1/image/1737,http://192.168.1.200/serve/viewercurrent/viewerInside.html#/Bloomington/Back/date/120317/truck/0/session/1/image/1737
3832,SW3839,FAIR,CONCRETE,S Westhill CT,o4317,209.56,0.04,http://98.103.168.235/Bloomington/120317/1/Back/ladybug_panoramic_001757.jpg,http://98.103.168.235/serve/viewercurrent/viewer.html#/Bloomington/Back/date/120317/truck/0/session/1/image/1757,http://192.168.1.200/serve/viewercurrent/viewerInside.html#/Bloomington/Back/date/120317/truck/0/session/1/image/1757
696,SW697,GOOD,CONCRETE,S Westminster WAY,r3933,129.76,0.025,http://98.103.168.235/Bloomington/120217/1/Back/ladybug_panoramic_003406.jpg,http://98.103.168.235/serve/viewercurrent/viewer.html#/Bloomington/Back/date/120217/truck/0/session/1/image/3406,http://192.168.1.200/serve/viewercurrent/viewerInside.html#/Bloomington/Back/date/120217/truck/0/session/1/image/3406
5763,SW5772,FAIR,CONCRETE,S Westminster WAY,r3933,297.09,0.056,http://98.103.168.235/Bloomington/120217/1/Back/ladybug_panoramic_003692.jpg,http://98.103.168.235/serve/viewercurrent/viewer.html#/Bloomington/Back/date/120217/truck/0/session/1/image/3692,http://192.168.1.200/serve/viewercurrent/viewerInside.html#/Bloomington/Back/date/120217/truck/0/session/1/image/3692
688,SW689,GOOD,CONCRETE,S Westminster WAY,r3934,147.03,0.028,http://98.103.168.235/Bloomington/120217/1/Back/ladybug_panoramic_003514.jpg,http://98.103.168.235/serve/viewercurrent/viewer.html#/Bloomington/Back/date/120217/truck/0/session/1/image/3514,http://192.168.1.200/serve/viewercurrent/viewerInside.html#/Bloomington/Back/date/120217/truck/0/session/1/image/3514
6147,SW6168,FAIR,CONCRETE,S Westminster WAY,r3934,138.77,0.026,http://98.103.168.235/Bloomington/120217/1/Back/ladybug_panoramic_003670.jpg,http://98.103.168.235/serve/viewercurrent/viewer.html#/Bloomington/Back/date/120217/truck/0/session/1/image/3670,http://192.168.1.200/serve/viewercurrent/viewerInside.html#/Bloomington/Back/date/120217/truck/0/session/1/image/3670
694,SW695,GOOD,CONCRETE,S Westminster WAY,r3935,116.69,0.022,http://98.103.168.235/Bloomington/120217/1/Back/ladybug_panoramic_003663.jpg,http://98.103.168.235/serve/viewercurrent/viewer.html#/Bloomington/Back/date/120217/truck/0/session/1/image/3663,http://192.168.1.200/serve/viewercurrent/viewerInside.html#/Bloomington/Back/date/120217/truck/0/session/1/image/3663
6149,SW6170,GOOD,CONCRETE,S Westminster WAY,r3935,141.73,0.027,http://98.103.168.235/Bloomington/120217/1/Back/ladybug_panoramic_003522.jpg,http://98.103.168.235/serve/viewercurrent/viewer.html#/Bloomington/Back/date/120217/truck/0/session/1/image/3522,http://192.168.1.200/serve/viewercurrent/viewerInside.html#/Bloomington/Back/date/120217/truck/0/session/1/image/3522
6148,SW6169,GOOD,CONCRETE,S Westminster WAY,r3936,247.56,0.047,http://98.103.168.235/Bloomington/120217/1/Back/ladybug_panoramic_003525.jpg,http://98.103.168.235/serve/viewercurrent/viewer.html#/Bloomington/Back/date/120217/truck/0/session/1/image/3525,http://192.168.1.200/serve/viewercurrent/viewerInside.html#/Bloomington/Back/date/120217/truck/0/session/1/image/3525
5764,SW5773,FAIR,CONCRETE,S Westminster WAY,r3936,204.83,0.039,http://98.103.168.235/Bloomington/120217/1/Back/ladybug_panoramic_003643.jpg,http://98.103.168.235/serve/viewercurrent/viewer.html#/Bloomington/Back/date/120217/truck/0/session/1/image/3643,http://192.168.1.200/serve/viewercurrent/viewerInside.html#/Bloomington/Back/date/120217/truck/0/session/1/image/3643
695,SW696,GOOD,CONCRETE,S Westminster WAY,r3937,142.88,0.027,http://98.103.168.235/Bloomington/120217/1/Back/ladybug_panoramic_003632.jpg,http://98.103.168.235/serve/viewercurrent/viewer.html#/Bloomington/Back/date/120217/truck/0/session/1/image/3632,http://192.168.1.200/serve/viewercurrent/viewerInside.html#/Bloomington/Back/date/120217/truck/0/session/1/image/3632
691,SW692,FAIR,CONCRETE,S Westminster WAY,r3937,204.8,0.039,http://98.103.168.235/Bloomington/120217/1/Back/ladybug_panoramic_003539.jpg,http://98.103.168.235/serve/viewercurrent/viewer.html#/Bloomington/Back/date/120217/truck/0/session/1/image/3539,http://192.168.1.200/serve/viewercurrent/viewerInside.html#/Bloomington/Back/date/120217/truck/0/session/1/image/3539
690,SW691,GOOD,ASPHALT,S Westminster WAY,r3939,16.27,0.003,http://98.103.168.235/Bloomington/120217/1/Back/ladybug_panoramic_003554.jpg,http://98.103.168.235/serve/viewercurrent/viewer.html#/Bloomington/Back/date/120217/truck/0/session/1/image/3554,http://192.168.1.200/serve/viewercurrent/viewerInside.html#/Bloomington/Back/date/120217/truck/0/session/1/image/3554
689,SW690,FAIR,CONCRETE,S Westminster WAY,r3939,480.29,0.091,http://98.103.168.235/Bloomington/120217/1/Back/ladybug_panoramic_003585.jpg,http://98.103.168.235/serve/viewercurrent/viewer.html#/Bloomington/Back/date/120217/truck/0/session/1/image/3585,http://192.168.1.200/serve/viewercurrent/viewerInside.html#/Bloomington/Back/date/120217/truck/0/session/1/image/3585
692,SW693,FAIR,CONCRETE,S Westminster WAY,r3939,598.94,0.113,http://98.103.168.235/Bloomington/120217/1/Back/ladybug_panoramic_003618.jpg,http://98.103.168.235/serve/viewercurrent/viewer.html#/Bloomington/Back/date/120217/truck/0/session/1/image/3618,http://192.168.1.200/serve/viewercurrent/viewerInside.html#/Bloomington/Back/date/120217/truck/0/session/1/image/3618
693,SW694,GOOD,CONCRETE,S Westminster WAY,r4028,159.13,0.03,http://98.103.168.235/Bloomington/120217/1/Back/ladybug_panoramic_003706.jpg,http://98.103.168.235/serve/viewercurrent/viewer.html#/Bloomington/Back/date/120217/truck/0/session/1/image/3706,http://192.168.1.200/serve/viewercurrent/viewerInside.html#/Bloomington/Back/date/120217/truck/0/session/1/image/3706
1585,SW1586,FAIR,CONCRETE,S Westminster WAY,r4028,318.98,0.06,http://98.103.168.235/Bloomington/120217/1/Back/ladybug_panoramic_003382.jpg,http://98.103.168.235/serve/viewercurrent/viewer.html#/Bloomington/Back/date/120217/truck/0/session/1/image/3382,http://192.168.1.200/serve/viewercurrent/viewerInside.html#/Bloomington/Back/date/120217/truck/0/session/1/image/3382
3108,SW3111,GOOD,CONCRETE,S Westplex AVE,rcl431,93.89,0.018,http://98.103.168.235/Bloomington/120817/2/Back/ladybug_panoramic_002046.jpg,http://98.103.168.235/serve/viewercurrent/viewer.html#/Bloomington/Back/date/120817/truck/0/session/2/image/2046,http://192.168.1.200/serve/viewercurrent/viewerInside.html#/Bloomington/Back/date/120817/truck/0/session/2/image/2046
3110,SW3113,GOOD,CONCRETE,S Westplex AVE,rcl431,71.85,0.014,http://98.103.168.235/Bloomington/120817/2/Back/ladybug_panoramic_002068.jpg,http://98.103.168.235/serve/viewercurrent/viewer.html#/Bloomington/Back/date/120817/truck/0/session/2/image/2068,http://192.168.1.200/serve/viewercurrent/viewerInside.html#/Bloomington/Back/date/120817/truck/0/session/2/image/2068
3111,SW3114,GOOD,CONCRETE,S Westplex AVE,rcl431,116.56,0.022,http://98.103.168.235/Bloomington/120817/2/Back/ladybug_panoramic_002085.jpg,http://98.103.168.235/serve/viewercurrent/viewer.html#/Bloomington/Back/date/120817/truck/0/session/2/image/2085,http://192.168.1.200/serve/viewercurrent/viewerInside.html#/Bloomington/Back/date/120817/truck/0/session/2/image/2085
3112,SW3115,GOOD,CONCRETE,S Westplex AVE,rcl431,46.05,0.009,http://98.103.168.235/Bloomington/120817/2/Back/ladybug_panoramic_002103.jpg,http://98.103.168.235/serve/viewercurrent/viewer.html#/Bloomington/Back/date/120817/truck/0/session/2/image/2103,http://192.168.1.200/serve/viewercurrent/viewerInside.html#/Bloomington/Back/date/120817/truck/0/session/2/image/2103
3114,SW3117,GOOD,CONCRETE,S Westplex AVE,rcl431,45.67,0.009,http://98.103.168.235/Bloomington/120817/2/Back/ladybug_panoramic_002116.jpg,http://98.103.168.235/serve/viewercurrent/viewer.html#/Bloomington/Back/date/120817/truck/0/session/2/image/2116,http://192.168.1.200/serve/viewercurrent/viewerInside.html#/Bloomington/Back/date/120817/truck/0/session/2/image/2116
3107,SW3110,FAIR,CONCRETE,S Westplex AVE,rcl431,301.16,0.057,http://98.103.168.235/Bloomington/120817/2/Back/ladybug_panoramic_002028.jpg,http://98.103.168.235/serve/viewercurrent/viewer.html#/Bloomington/Back/date/120817/truck/0/session/2/image/2028,http://192.168.1.200/serve/viewercurrent/viewerInside.html#/Bloomington/Back/date/120817/truck/0/session/2/image/2028
3109,SW3112,FAIR,CONCRETE,S Westplex AVE,rcl431,61.65,0.012,http://98.103.168.235/Bloomington/120817/2/Back/ladybug_panoramic_002077.jpg,http://98.103.168.235/serve/viewercurrent/viewer.html#/Bloomington/Back/date/120817/truck/0/session/2/image/2077,http://192.168.1.200/serve/viewercurrent/viewerInside.html#/Bloomington/Back/date/120817/truck/0/session/2/image/2077
3113,SW3116,FAIR,CONCRETE,S Westplex AVE,rcl431,94.83,0.018,http://98.103.168.235/Bloomington/120817/2/Back/ladybug_panoramic_002110.jpg,http://98.103.168.235/serve/viewercurrent/viewer.html#/Bloomington/Back/date/120817/truck/0/session/2/image/2110,http://192.168.1.200/serve/viewercurrent/viewerInside.html#/Bloomington/Back/date/120817/truck/0/session/2/image/2110
860,SW861,GOOD,ASPHALT,S Westwood DR,k4419,36.72,0.007,http://98.103.168.235/Bloomington/121317/3/Back/ladybug_panoramic_000647.jpg,http://98.103.168.235/serve/viewercurrent/viewer.html#/Bloomington/Back/date/121317/truck/0/session/3/image/647,http://192.168.1.200/serve/viewercurrent/viewerInside.html#/Bloomington/Back/date/121317/truck/0/session/3/image/647
858,SW859,FAIR,CONCRETE,S Westwood DR,k4419,713.45,0.135,http://98.103.168.235/Bloomington/121317/3/Back/ladybug_panoramic_000452.jpg,http://98.103.168.235/serve/viewercurrent/viewer.html#/Bloomington/Back/date/121317/truck/0/session/3/image/452,http://192.168.1.200/serve/viewercurrent/viewerInside.html#/Bloomington/Back/date/121317/truck/0/session/3/image/452
859,SW860,FAIR,CONCRETE,S Westwood DR,k4419,365.53,0.069,http://98.103.168.235/Bloomington/121317/3/Back/ladybug_panoramic_000310.jpg,http://98.103.168.235/serve/viewercurrent/viewer.html#/Bloomington/Back/date/121317/truck/0/session/3/image/310,http://192.168.1.200/serve/viewercurrent/viewerInside.html#/Bloomington/Back/date/121317/truck/0/session/3/image/310
5851,SW5860,FAIR,CONCRETE,S Westwood DR,k4419,120.71,0.023,http://98.103.168.235/Bloomington/121317/3/Back/ladybug_panoramic_000649.jpg,http://98.103.168.235/serve/viewercurrent/viewer.html#/Bloomington/Back/date/121317/truck/0/session/3/image/649,http://192.168.1.200/serve/viewercurrent/viewerInside.html#/Bloomington/Back/date/121317/truck/0/session/3/image/649
865,SW866,GOOD,CONCRETE,S Westwood DR,k448,277.4,0.053,http://98.103.168.235/Bloomington/121317/3/Back/ladybug_panoramic_000556.jpg,http://98.103.168.235/serve/viewercurrent/viewer.html#/Bloomington/Back/date/121317/truck/0/session/3/image/556,http://192.168.1.200/serve/viewercurrent/viewerInside.html#/Bloomington/Back/date/121317/truck/0/session/3/image/556
866,SW867,GOOD,CONCRETE,S Westwood DR,k448,191.83,0.036,http://98.103.168.235/Bloomington/121317/3/Back/ladybug_panoramic_000567.jpg,http://98.103.168.235/serve/viewercurrent/viewer.html#/Bloomington/Back/date/121317/truck/0/session/3/image/567,http://192.168.1.200/serve/viewercurrent/viewerInside.html#/Bloomington/Back/date/121317/truck/0/session/3/image/567
864,SW865,FAIR,CONCRETE,S Westwood DR,k448,640.32,0.121,http://98.103.168.235/Bloomington/121317/3/Back/ladybug_panoramic_000609.jpg,http://98.103.168.235/serve/viewercurrent/viewer.html#/Bloomington/Back/date/121317/truck/0/session/3/image/609,http://192.168.1.200/serve/viewercurrent/viewerInside.html#/Bloomington/Back/date/121317/truck/0/session/3/image/609
867,SW868,FAIR,CONCRETE,S Westwood DR,k448,513.75,0.097,http://98.103.168.235/Bloomington/121317/3/Back/ladybug_panoramic_000596.jpg,http://98.103.168.235/serve/viewercurrent/viewer.html#/Bloomington/Back/date/121317/truck/0/session/3/image/596,http://192.168.1.200/serve/viewercurrent/viewerInside.html#/Bloomington/Back/date/121317/truck/0/session/3/image/596
868,SW869,FAIR,CONCRETE,S Westwood DR,k448,186.59,0.035,http://98.103.168.235/Bloomington/121317/3/Back/ladybug_panoramic_000235.jpg,http://98.103.168.235/serve/viewercurrent/viewer.html#/Bloomington/Back/date/121317/truck/0/session/3/image/235,http://192.168.1.200/serve/viewercurrent/viewerInside.html#/Bloomington/Back/date/121317/truck/0/session/3/image/235
5852,SW5861,FAIR,CONCRETE,S Westwood DR,k448,24.9,0.005,http://98.103.168.235/Bloomington/121317/3/Back/ladybug_panoramic_000611.jpg,http://98.103.168.235/serve/viewercurrent/viewer.html#/Bloomington/Back/date/121317/truck/0/session/3/image/611,http://192.168.1.200/serve/viewercurrent/viewerInside.html#/Bloomington/Back/date/121317/truck/0/session/3/image/611
248,SW248,GOOD,CONCRETE,S Wexley RD,rcl1150,238.88,0.045,http://98.103.168.235/Bloomington/120717/5/Back/ladybug_panoramic_004638.jpg,http://98.103.168.235/serve/viewercurrent/viewer.html#/Bloomington/Back/date/120717/truck/0/session/5/image/4638,http://192.168.1.200/serve/viewercurrent/viewerInside.html#/Bloomington/Back/date/120717/truck/0/session/5/image/4638
249,SW249,GOOD,CONCRETE,S Wexley RD,rcl1150,173.2,0.033,http://98.103.168.235/Bloomington/120717/5/Back/ladybug_panoramic_004656.jpg,http://98.103.168.235/serve/viewercurrent/viewer.html#/Bloomington/Back/date/120717/truck/0/session/5/image/4656,http://192.168.1.200/serve/viewercurrent/viewerInside.html#/Bloomington/Back/date/120717/truck/0/session/5/image/4656
250,SW250,GOOD,CONCRETE,S Wexley RD,rcl1150,80.35,0.015,http://98.103.168.235/Bloomington/120717/5/Back/ladybug_panoramic_004668.jpg,http://98.103.168.235/serve/viewercurrent/viewer.html#/Bloomington/Back/date/120717/truck/0/session/5/image/4668,http://192.168.1.200/serve/viewercurrent/viewerInside.html#/Bloomington/Back/date/120717/truck/0/session/5/image/4668
247,SW247,GOOD,CONCRETE,S Wexley RD,s4026,611.05,0.116,http://98.103.168.235/Bloomington/120717/5/Back/ladybug_panoramic_004615.jpg,http://98.103.168.235/serve/viewercurrent/viewer.html#/Bloomington/Back/date/120717/truck/0/session/5/image/4615,http://192.168.1.200/serve/viewercurrent/viewerInside.html#/Bloomington/Back/date/120717/truck/0/session/5/image/4615
251,SW251,FAIR,CONCRETE,S Wexley RD,s4026,360.16,0.068,http://98.103.168.235/Bloomington/120717/5/Back/ladybug_panoramic_004689.jpg,http://98.103.168.235/serve/viewercurrent/viewer.html#/Bloomington/Back/date/120717/truck/0/session/5/image/4689,http://192.168.1.200/serve/viewercurrent/viewerInside.html#/Bloomington/Back/date/120717/truck/0/session/5/image/4689
252,SW252,FAIR,CONCRETE,S Wexley RD,s4026,241.13,0.046,http://98.103.168.235/Bloomington/120717/5/Back/ladybug_panoramic_004705.jpg,http://98.103.168.235/serve/viewercurrent/viewer.html#/Bloomington/Back/date/120717/truck/0/session/5/image/4705,http://192.168.1.200/serve/viewercurrent/viewerInside.html#/Bloomington/Back/date/120717/truck/0/session/5/image/4705
1452,SW1453,GOOD,CONCRETE,S White Tail RUN,rcl70,224.39,0.042,http://98.103.168.235/Bloomington/121317/1/Back/ladybug_panoramic_004056.jpg,http://98.103.168.235/serve/viewercurrent/viewer.html#/Bloomington/Back/date/121317/truck/0/session/1/image/4056,http://192.168.1.200/serve/viewercurrent/viewerInside.html#/Bloomington/Back/date/121317/truck/0/session/1/image/4056
1453,SW1454,GOOD,CONCRETE,S White Tail RUN,rcl70,260.66,0.049,http://98.103.168.235/Bloomington/121317/1/Back/ladybug_panoramic_004077.jpg,http://98.103.168.235/serve/viewercurrent/viewer.html#/Bloomington/Back/date/121317/truck/0/session/1/image/4077,http://192.168.1.200/serve/viewercurrent/viewerInside.html#/Bloomington/Back/date/121317/truck/0/session/1/image/4077
1671,SW1672,GOOD,CONCRETE,S Whitley DR,v4431,449.36,0.085,http://98.103.168.235/Bloomington/120717/3/Back/ladybug_panoramic_003436.jpg,http://98.103.168.235/serve/viewercurrent/viewer.html#/Bloomington/Back/date/120717/truck/0/session/3/image/3436,http://192.168.1.200/serve/viewercurrent/viewerInside.html#/Bloomington/Back/date/120717/truck/0/session/3/image/3436
1676,SW1677,GOOD,CONCRETE,S Whitley DR,v4431,490.08,0.093,http://98.103.168.235/Bloomington/120717/3/Back/ladybug_panoramic_003429.jpg,http://98.103.168.235/serve/viewercurrent/viewer.html#/Bloomington/Back/date/120717/truck/0/session/3/image/3429,http://192.168.1.200/serve/viewercurrent/viewerInside.html#/Bloomington/Back/date/120717/truck/0/session/3/image/3429
2391,SW2394,GOOD,CONCRETE,S Williams CT,s4261,209.63,0.04,http://98.103.168.235/Bloomington/120417/3/Back/ladybug_panoramic_000153.jpg,http://98.103.168.235/serve/viewercurrent/viewer.html#/Bloomington/Back/date/120417/truck/0/session/3/image/153,http://192.168.1.200/serve/viewercurrent/viewerInside.html#/Bloomington/Back/date/120417/truck/0/session/3/image/153
2392,SW2395,GOOD,CONCRETE,S Williams CT,s4261,119.18,0.023,http://98.103.168.235/Bloomington/120417/3/Back/ladybug_panoramic_000178.jpg,http://98.103.168.235/serve/viewercurrent/viewer.html#/Bloomington/Back/date/120417/truck/0/session/3/image/178,http://192.168.1.200/serve/viewercurrent/viewerInside.html#/Bloomington/Back/date/120417/truck/0/session/3/image/178
2390,SW2393,FAIR,CONCRETE,S Williams CT,s4261,391.67,0.074,http://98.103.168.235/Bloomington/120417/3/Back/ladybug_panoramic_000186.jpg,http://98.103.168.235/serve/viewercurrent/viewer.html#/Bloomington/Back/date/120417/truck/0/session/3/image/186,http://192.168.1.200/serve/viewercurrent/viewerInside.html#/Bloomington/Back/date/120417/truck/0/session/3/image/186
5980,SW5989,FAIR,CONCRETE,S Williams CT,s4261,63.93,0.012,http://98.103.168.235/Bloomington/120417/3/Back/ladybug_panoramic_000170.jpg,http://98.103.168.235/serve/viewercurrent/viewer.html#/Bloomington/Back/date/120417/truck/0/session/3/image/170,http://192.168.1.200/serve/viewercurrent/viewerInside.html#/Bloomington/Back/date/120417/truck/0/session/3/image/170
1149,SW1150,FAIR,CONCRETE,S Wilton DR,s4111,261.77,0.05,http://98.103.168.235/Bloomington/121217/2/Back/ladybug_panoramic_001282.jpg,http://98.103.168.235/serve/viewercurrent/viewer.html#/Bloomington/Back/date/121217/truck/0/session/2/image/1282,http://192.168.1.200/serve/viewercurrent/viewerInside.html#/Bloomington/Back/date/121217/truck/0/session/2/image/1282
1157,SW1158,FAIR,CONCRETE,S Wilton DR,s4111,453.44,0.086,http://98.103.168.235/Bloomington/121217/2/Back/ladybug_panoramic_001739.jpg,http://98.103.168.235/serve/viewercurrent/viewer.html#/Bloomington/Back/date/121217/truck/0/session/2/image/1739,http://192.168.1.200/serve/viewercurrent/viewerInside.html#/Bloomington/Back/date/121217/truck/0/session/2/image/1739
